rank,name,platform,platform_full,Console_manufacturer,Generation,Handheld,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,Exclusive
15716,Aedis Eclipse: Generation of Chaos,PSP,PlayStation Portable,SONY,7th,Y,2006,Role-Playing,Idea Factory,0.02,0,0,0,0.02,Exclusive
14721,Aegis of Earth: Protonovus Assault,PS3,PlayStation 3,SONY,7th,N,2016,Action,PQube,0.01,0.01,0,0,0.03,Exclusive
13720,Aeon Flux,PS2,PlayStation 2,SONY,6th,N,2005,Action,THQ,0.02,0.02,0,0.01,0.04,Non-Exclusive
16104,Aeon Flux,XB,Xbox,Microsoft,6th,N,2005,Action,THQ,0.01,0,0,0,0.01,Non-Exclusive
11826,Aero Elite: Combat Academy,PS2,PlayStation 2,SONY,6th,N,2002,Simulation,Sega,0.04,0.03,0,0.01,0.07,Exclusive
11983,Aero Gauge,N64,Nintendo 64,Nintendo,5th,N,1997,Racing,ASCII Entertainment,0.06,0.01,0,0,0.07,Exclusive
7863,AeroFighters Assault,N64,Nintendo 64,Nintendo,5th,N,1997,Action,Video System,0.15,0.04,0,0,0.19,Exclusive
7316,Afrika,PS3,PlayStation 3,SONY,7th,N,2008,Adventure,Unknown,0.12,0,0.08,0.01,0.21,Exclusive
7601,Afro Samurai,PS3,PlayStation 3,SONY,7th,N,2009,Action,Atari,0.12,0.05,0,0.03,0.2,Non-Exclusive
6944,Afro Samurai,X360,Xbox 360,Microsoft,7th,N,2009,Action,Atari,0.16,0.05,0,0.02,0.24,Non-Exclusive
9681,After Hours Athletes,PS3,PlayStation 3,SONY,7th,N,2011,Sports,Sony Computer Entertainment,0,0.1,0,0.03,0.12,Exclusive
11763,Again,DS,Nintendo DS,Nintendo,7th,Y,2009,Adventure,Ackkstudios,0.07,0,0,0,0.07,Exclusive
16249,Agarest Senki: Re-appearance,PS3,PlayStation 3,SONY,7th,N,2011,Role-Playing,Idea Factory,0,0,0.01,0,0.01,Exclusive
10978,Agassi Tennis Generation,PS2,PlayStation 2,SONY,6th,N,2003,Sports,DreamCatcher Interactive,0.04,0.03,0,0.01,0.09,Exclusive
11604,Agatha Christie: And Then There Were None,Wii,Nintendo Wii,Nintendo,7th,N,2008,Adventure,The Adventure Company,0.06,0.01,0,0.01,0.08,Exclusive
11030,Agatha Christie: Evil Under the Sun,Wii,Nintendo Wii,Nintendo,7th,N,2008,Adventure,The Adventure Company,0.07,0.02,0,0.01,0.09,Exclusive
10446,Agatha Christie: The ABC Murders,DS,Nintendo DS,Nintendo,7th,Y,2009,Adventure,JoWood Productions,0.08,0.01,0,0.01,0.1,Exclusive
15484,Agatha Christie's The ABC Murders,PS4,PlayStation 4,SONY,8th,N,2016,Adventure,Microids,0.01,0.01,0,0,0.02,Exclusive
7231,Age of Empires: Mythologies,DS,Nintendo DS,Nintendo,7th,Y,2008,Strategy,THQ,0.17,0.03,0,0.02,0.22,Exclusive
7030,Age of Empires: The Age of Kings,DS,Nintendo DS,Nintendo,7th,Y,2006,Strategy,THQ,0.19,0.02,0,0.02,0.23,Exclusive
5329,Aggressive Inline,PS2,PlayStation 2,SONY,6th,N,2002,Sports,Acclaim Entertainment,0.17,0.13,0,0.04,0.35,Non-Exclusive
12730,Aggressive Inline,GC,GameCube,Nintendo,6th,N,2002,Sports,Acclaim Entertainment,0.04,0.01,0,0,0.06,Non-Exclusive
12284,Aggressive Inline,XB,Xbox,Microsoft,6th,N,2002,Sports,Acclaim Entertainment,0.05,0.01,0,0,0.06,Non-Exclusive
9209,Agile Warrior F-111X,PS,PlayStation,SONY,5th,N,1995,Simulation,Virgin Interactive,0.08,0.05,0,0.01,0.14,Exclusive
11261,Aibou DS,DS,Nintendo DS,Nintendo,7th,Y,2009,Adventure,Tecmo Koei,0,0,0.08,0,0.08,Exclusive
10634,Aidyn Chronicles: The First Mage,N64,Nintendo 64,Nintendo,5th,N,2001,Role-Playing,THQ,0.08,0.02,0,0,0.1,Exclusive
6462,Aikatsu! 2-nin no My Princess,3DS,Nintendo 3DS,Nintendo,8th,Y,2013,Action,Namco Bandai Games,0,0,0.26,0,0.26,Exclusive
9634,Aikatsu! 365 Idol Days,3DS,Nintendo 3DS,Nintendo,8th,Y,2014,Adventure,Namco Bandai Games,0,0,0.13,0,0.13,Exclusive
7720,Aikatsu! Cinderella Lesson,3DS,Nintendo 3DS,Nintendo,8th,Y,2012,Role-Playing,Namco Bandai Games,0,0,0.2,0,0.2,Exclusive
11775,Aikatsu! My No.1 Stage!,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Misc,Namco Bandai Games,0,0,0.07,0,0.07,Exclusive
14029,Ailu de Puzzle,PSP,PlayStation Portable,SONY,7th,Y,2012,Action,Capcom,0,0,0.04,0,0.04,Exclusive
15464,AIR,PSP,PlayStation Portable,SONY,7th,Y,2007,Adventure,Prototype,0,0,0.02,0,0.02,Exclusive
952,Air Combat,PS,PlayStation,SONY,5th,N,1995,Simulation,Sony Computer Entertainment,0.92,0.33,0.52,0.05,1.83,Exclusive
12963,Air Conflicts: Aces of World War II,PSP,PlayStation Portable,SONY,7th,Y,2009,Simulation,Graffiti,0.05,0,0,0,0.05,Exclusive
7776,Air Conflicts: Secret Wars,PS3,PlayStation 3,SONY,7th,N,2011,Simulation,bitComposer Games,0.1,0.06,0,0.03,0.19,Non-Exclusive
11304,Air Conflicts: Secret Wars,X360,Xbox 360,Microsoft,7th,N,2011,Simulation,bitComposer Games,0.06,0.02,0,0.01,0.08,Non-Exclusive
13007,Air Traffic Chaos,DS,Nintendo DS,Nintendo,7th,Y,2007,Simulation,Ertain,0.05,0,0,0,0.05,Exclusive
7056,Airblade,PS2,PlayStation 2,SONY,6th,N,2001,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,Exclusive
9889,Airborne Troops: Countdown to D-Day,PS2,PlayStation 2,SONY,6th,N,2005,Shooter,Playlogic Game Factory,0.06,0.05,0,0.02,0.12,Exclusive
8045,AirForce Delta Storm,XB,Xbox,Microsoft,6th,N,2001,Shooter,Konami Digital Entertainment,0.14,0.04,0,0.01,0.18,Non-Exclusive
15012,AirForce Delta Storm,GBA,Game Boy Advance,Nintendo,6th,Y,2002,Shooter,Konami Digital Entertainment,0.02,0.01,0,0,0.02,Non-Exclusive
10146,AirForce Delta Strike,PS2,PlayStation 2,SONY,6th,N,2004,Simulation,Konami Digital Entertainment,0.05,0.04,0,0.01,0.11,Exclusive
14397,Airship Q,PSV,PlayStation Vita,SONY,8th,Y,2015,Platform,Cygames,0,0,0.03,0,0.03,Exclusive
12302,Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,DS,Nintendo DS,Nintendo,7th,Y,2008,Adventure,Marvelous Interactive,0,0,0.06,0,0.06,Exclusive
15198,Akai Ito DS,DS,Nintendo DS,Nintendo,7th,Y,2008,Adventure,Alchemist,0,0,0.02,0,0.02,Exclusive
12440,Akai Katana Shin,X360,Xbox 360,Microsoft,7th,N,2011,Shooter,Cave,0.04,0,0.01,0,0.06,Exclusive
14709,Akane Iro ni Somaru Saka Parallel,PS2,PlayStation 2,SONY,6th,N,2008,Adventure,GN Software,0,0,0.03,0,0.03,Exclusive
16385,Akatsuki no Amaneka to Aoi Kyojin,PSP,PlayStation Portable,SONY,7th,Y,2010,Strategy,CyberFront,0,0,0.01,0,0.01,Exclusive
16524,Akatsuki no Goei Trinity,PS3,PlayStation 3,SONY,7th,N,2012,Adventure,5pb,0,0,0.01,0,0.01,Exclusive
7065,AKB1/149: Love Election,PSP,PlayStation Portable,SONY,7th,Y,2012,Adventure,Namco Bandai Games,0,0,0.23,0,0.23,Exclusive
4827,AKB1/48: Idol to Guam de Koishitara...,PSP,PlayStation Portable,SONY,7th,Y,2011,Misc,Namco Bandai Games,0,0,0.4,0,0.4,Non-Exclusive
16201,AKB1/48: Idol to Guam de Koishitara...,X360,Xbox 360,Microsoft,7th,N,2011,Misc,,0,0,0.01,0,0.01,Non-Exclusive
4754,AKB1/48: Idol to Koishitara...,PSP,PlayStation Portable,SONY,7th,Y,2010,Misc,Namco Bandai Games,0,0,0.41,0,0.41,Exclusive
10244,AKB48+Me,3DS,Nintendo 3DS,Nintendo,8th,Y,2012,Action,Unknown,0,0,0.11,0,0.11,Exclusive
9131,Akiba's Trip,PSP,PlayStation Portable,SONY,7th,Y,2011,Adventure,Acquire,0,0,0.14,0,0.14,Exclusive
11510,Akiba's Trip Plus,PSP,PlayStation Portable,SONY,7th,Y,2012,Adventure,Acquire,0,0,0.08,0,0.08,Exclusive
10292,Akiba's Trip: Undead & Undressed,PS3,PlayStation 3,SONY,7th,N,2013,Action,Nippon Ichi Software,0.05,0.01,0.04,0.01,0.11,Exclusive
13784,Akko ni Omakase! Brain Shock,DS,Nintendo DS,Nintendo,7th,Y,2006,Misc,Taito,0,0,0.04,0,0.04,Exclusive
9878,Akuji the Heartless,PS,PlayStation,SONY,5th,N,1998,Platform,Eidos Interactive,0.07,0.04,0,0.01,0.12,Exclusive
16431,Aladdin Magic Racer,Wii,Nintendo Wii,Nintendo,7th,N,2011,Racing,Big Ben Interactive,0.01,0,0,0,0.01,Exclusive
1444,Alan Wake,X360,Xbox 360,Microsoft,7th,N,2010,Action,Microsoft Game Studios,0.66,0.51,0.05,0.13,1.35,Exclusive
12131,Alex Rider: Stormbreaker,DS,Nintendo DS,Nintendo,7th,Y,2008,Action,THQ,0.06,0,0,0,0.07,Exclusive
11917,Alexi Lalas International Soccer,PS,PlayStation,SONY,5th,N,1998,Sports,Take-Two Interactive,0.04,0.03,0,0,0.07,Exclusive
16062,Alfa Romeo Racing Italiano,PS2,PlayStation 2,SONY,6th,N,2005,Racing,Black Bean Games,0.01,0.01,0,0,0.01,Exclusive
10246,Alias,PS2,PlayStation 2,SONY,6th,N,2004,Action,Acclaim Entertainment,0.05,0.04,0,0.01,0.11,Non-Exclusive
13106,Alias,XB,Xbox,Microsoft,6th,N,2004,Action,Acclaim Entertainment,0.04,0.01,0,0,0.05,Non-Exclusive
14435,Alia's Carnival! Sacrament,PSV,PlayStation Vita,SONY,8th,Y,2015,Adventure,dramatic create,0,0,0.03,0,0.03,Exclusive
3800,Alice in Wonderland,Wii,Nintendo Wii,Nintendo,7th,N,2010,Adventure,Disney Interactive Studios,0.27,0.21,0,0.05,0.53,Exclusive
3352,Alice: Madness Returns,PS3,PlayStation 3,SONY,7th,N,2011,Adventure,Electronic Arts,0.22,0.25,0.04,0.09,0.6,Non-Exclusive
3956,Alice: Madness Returns,X360,Xbox 360,Microsoft,7th,N,2011,Adventure,Electronic Arts,0.27,0.15,0.04,0.04,0.5,Non-Exclusive
14812,Alien Breed Trilogy,X360,Xbox 360,Microsoft,7th,N,2011,Shooter,Mastertronic,0,0.02,0,0,0.03,Exclusive
10629,Alien Hominid,PS2,PlayStation 2,SONY,6th,N,2004,Shooter,Zoo Digital Publishing,0.05,0.04,0,0.01,0.1,Non-Exclusive
10913,Alien Hominid,GC,GameCube,Nintendo,6th,N,2004,Shooter,O3 Entertainment,0.07,0.02,0,0,0.09,Non-Exclusive
10905,Alien Monster Bowling League,Wii,Nintendo Wii,Nintendo,7th,N,2009,Sports,Destineer,0.09,0,0,0.01,0.09,Exclusive
8478,Alien Resurrection,PS,PlayStation,SONY,5th,N,2000,Shooter,Fox Interactive,0.09,0.06,0,0.01,0.16,Exclusive
11597,Alien Syndrome,PSP,PlayStation Portable,SONY,7th,Y,2007,Role-Playing,Sega,0.07,0,0,0.01,0.08,Non-Exclusive
12363,Alien Syndrome,Wii,Nintendo Wii,Nintendo,7th,N,2007,Role-Playing,Sega,0.06,0,0,0,0.06,Non-Exclusive
4150,Alien Trilogy,PS,PlayStation,SONY,5th,N,1996,Shooter,Acclaim Entertainment,0.24,0.16,0.04,0.03,0.47,Exclusive
5089,Alien: Isolation,PS3,PlayStation 3,SONY,7th,N,2014,Shooter,Sega,0.12,0.19,0,0.07,0.37,Non-Exclusive
5829,Alien: Isolation,X360,Xbox 360,Microsoft,7th,N,2014,Shooter,Sega,0.15,0.13,0,0.03,0.3,Non-Exclusive
14107,Alienators: Evolution Continues,GBA,Game Boy Advance,Nintendo,6th,Y,2001,Action,Activision,0.03,0.01,0,0,0.03,Exclusive
11637,Aliens in the Attic,Wii,Nintendo Wii,Nintendo,7th,N,2009,Action,Playlogic Game Factory,0.07,0,0,0.01,0.08,Exclusive
7820,Aliens versus Predator: Extinction,PS2,PlayStation 2,SONY,6th,N,2003,Strategy,Electronic Arts,0.09,0.07,0,0.02,0.19,Non-Exclusive
11338,Aliens versus Predator: Extinction,XB,Xbox,Microsoft,6th,N,2003,Strategy,Electronic Arts,0.06,0.02,0,0,0.08,Non-Exclusive
1970,Aliens vs Predator,PS3,PlayStation 3,SONY,7th,N,2010,Shooter,Sega,0.41,0.47,0,0.18,1.05,Non-Exclusive
1941,Aliens vs Predator,X360,Xbox 360,Microsoft,7th,N,2010,Shooter,Sega,0.55,0.4,0,0.11,1.06,Non-Exclusive
7203,Aliens vs Predator: Requiem,PSP,PlayStation Portable,SONY,7th,Y,2007,Action,Vivendi Games,0.03,0.12,0,0.07,0.22,Exclusive
3141,Aliens: Colonial Marines,PS3,PlayStation 3,SONY,7th,N,2013,Shooter,Sega,0.2,0.31,0,0.13,0.64,Non-Exclusive
2574,Aliens: Colonial Marines,X360,Xbox 360,Microsoft,7th,N,2013,Shooter,Sega,0.36,0.37,0,0.07,0.8,Non-Exclusive
8131,Aliens: Infestation,DS,Nintendo DS,Nintendo,7th,Y,2011,Action,Sega,0.1,0.06,0,0.02,0.18,Exclusive
8164,All Grown Up! Express Yourself,GBA,Game Boy Advance,Nintendo,6th,Y,2004,Misc,THQ,0.13,0.05,0,0,0.18,Exclusive
6851,All Grown Up!: Game Boy Advance Video Volume 1,GBA,Game Boy Advance,Nintendo,6th,Y,2004,Misc,,0.17,0.06,0,0,0.24,Exclusive
8811,All Japan Pro Wrestling featuring Virtua,SAT,Sega Saturn,SEGA,5th,N,1997,Fighting,Sega,0,0,0.15,0,0.15,Exclusive
9722,All Kamen Rider: Rider Generation,DS,Nintendo DS,Nintendo,7th,Y,2011,Action,Namco Bandai Games,0,0,0.12,0,0.12,Exclusive
12636,All Kamen Rider: Rider Generation 2,PSP,PlayStation Portable,SONY,7th,Y,2012,Action,Namco Bandai Games,0,0,0.06,0,0.06,Non-Exclusive
10591,All Kamen Rider: Rider Generation 2,DS,Nintendo DS,Nintendo,7th,Y,2012,Action,Namco Bandai Games,0,0,0.1,0,0.1,Non-Exclusive
2580,All Star Cheer Squad,Wii,Nintendo Wii,Nintendo,7th,N,2008,Sports,THQ,0.43,0.29,0,0.08,0.8,Exclusive
9427,All Star Cheer Squad 2,Wii,Nintendo Wii,Nintendo,7th,N,2009,Sports,THQ,0.12,0,0,0.01,0.13,Exclusive
7120,All Star Karate,Wii,Nintendo Wii,Nintendo,7th,N,2010,Action,THQ,0.14,0.07,0,0.02,0.23,Exclusive
7570,All Star Pro-Wrestling,PS2,PlayStation 2,SONY,6th,N,2000,Fighting,SquareSoft,0,0,0.2,0,0.2,Exclusive
13114,All Star Tennis 99,N64,Nintendo 64,Nintendo,5th,N,1999,Sports,Ubisoft,0.04,0.01,0,0,0.05,Exclusive
882,Alleyway,GB,Game Boy,Nintendo,4th,Y,1989,Puzzle,Nintendo,0.96,0.38,0.55,0.05,1.94,Exclusive
7829,Allied General,PS,PlayStation,SONY,5th,N,1996,Strategy,SSI,0.11,0.07,0,0.01,0.19,Exclusive
8740,All-Pro Football 2K8,PS3,PlayStation 3,SONY,7th,N,2007,Sports,Take-Two Interactive,0.14,0,0,0.01,0.15,Non-Exclusive
6445,All-Pro Football 2K8,X360,Xbox 360,Microsoft,7th,N,2007,Sports,Take-Two Interactive,0.24,0,0,0.02,0.26,Non-Exclusive
4932,All-Star Baseball 2000,N64,Nintendo 64,Nintendo,5th,N,1999,Sports,Acclaim Entertainment,0.36,0.03,0,0,0.39,Exclusive
7007,All-Star Baseball 2001,N64,Nintendo 64,Nintendo,5th,N,2000,Sports,Acclaim Entertainment,0.22,0.01,0,0,0.23,Exclusive
3585,All-Star Baseball 2002,PS2,PlayStation 2,SONY,6th,N,2001,Sports,Acclaim Entertainment,0.27,0.21,0,0.07,0.56,Non-Exclusive
7249,All-Star Baseball 2002,GC,GameCube,Nintendo,6th,N,2001,Sports,Acclaim Entertainment,0.17,0.04,0,0.01,0.22,Non-Exclusive
2685,All-Star Baseball 2003,PS2,PlayStation 2,SONY,6th,N,2002,Sports,Acclaim Entertainment,0.38,0.29,0,0.1,0.77,Non-Exclusive
8868,All-Star Baseball 2003,GC,GameCube,Nintendo,6th,N,2002,Sports,Acclaim Entertainment,0.12,0.03,0,0,0.15,Non-Exclusive
6593,All-Star Baseball 2003,XB,Xbox,Microsoft,6th,N,2002,Sports,Acclaim Entertainment,0.19,0.06,0,0.01,0.26,Non-Exclusive
4595,All-Star Baseball 2004,PS2,PlayStation 2,SONY,6th,N,2003,Sports,Acclaim Entertainment,0.21,0.16,0,0.05,0.42,Non-Exclusive
11654,All-Star Baseball 2004,GC,GameCube,Nintendo,6th,N,2003,Sports,Acclaim Entertainment,0.06,0.02,0,0,0.08,Non-Exclusive
9564,All-Star Baseball 2004,XB,Xbox,Microsoft,6th,N,2003,Sports,Acclaim Entertainment,0.1,0.03,0,0,0.13,Non-Exclusive
5671,All-Star Baseball 2005,PS2,PlayStation 2,SONY,6th,N,2011,Sports,Unknown,0.16,0.12,0,0.04,0.32,Non-Exclusive
8931,All-Star Baseball 2005,XB,Xbox,Microsoft,6th,N,2011,Sports,Unknown,0.11,0.03,0,0.01,0.15,Non-Exclusive
4116,All-Star Baseball 99,N64,Nintendo 64,Nintendo,5th,N,1998,Sports,Acclaim Entertainment,0.44,0.04,0,0,0.48,Exclusive
12419,Alone in the Dark,PS2,PlayStation 2,SONY,6th,N,2008,Adventure,Atari,0.03,0.02,0,0.01,0.06,Non-Exclusive
8041,Alone in the Dark,Wii,Nintendo Wii,Nintendo,7th,N,2008,Adventure,Atari,0.09,0.08,0,0.02,0.18,Non-Exclusive
4060,Alone in the Dark,X360,Xbox 360,Microsoft,7th,N,2008,Adventure,Atari,0.14,0.3,0,0.05,0.49,Non-Exclusive
9264,Alone in the Dark: Inferno,PS3,PlayStation 3,SONY,7th,N,2008,Adventure,Atari,0.09,0.03,0,0.02,0.14,Exclusive
5733,Alone in the Dark: One-Eyed Jack's Revenge,PS,PlayStation,SONY,5th,N,1996,Adventure,Infogrames,0.17,0.12,0,0.02,0.31,Exclusive
8555,Alone in the Dark: The New Nightmare,PS,PlayStation,SONY,5th,N,2003,Adventure,Infogrames,0.09,0.06,0,0.01,0.16,Exclusive
12029,Alpha and Omega,DS,Nintendo DS,Nintendo,7th,Y,2010,Action,Unknown,0.06,0,0,0,0.07,Exclusive
4495,Alpha Protocol,PS3,PlayStation 3,SONY,7th,N,2010,Role-Playing,Sega,0.19,0.18,0,0.07,0.43,Non-Exclusive
4877,Alpha Protocol,X360,Xbox 360,Microsoft,7th,N,2010,Role-Playing,Sega,0.23,0.13,0,0.04,0.4,Non-Exclusive
9529,Alter Echo,PS2,PlayStation 2,SONY,6th,N,2003,Shooter,THQ,0.06,0.05,0,0.02,0.13,Non-Exclusive
13187,Alter Echo,XB,Xbox,Microsoft,6th,N,2003,Shooter,THQ,0.04,0.01,0,0,0.05,Non-Exclusive
10870,Altered Beast: Guardian of the Realms,GBA,Game Boy Advance,Nintendo,6th,Y,2002,Action,THQ,0.07,0.02,0,0,0.09,Exclusive
7093,Alundra,PS,PlayStation,SONY,5th,N,1997,Role-Playing,Psygnosis,0.13,0.09,0,0.01,0.23,Exclusive
6388,Alundra 2: A New Legend Begins,PS,PlayStation,SONY,5th,N,1999,Role-Playing,Activision,0.15,0.1,0,0.02,0.27,Exclusive
11853,Alvin and the Chipmunks,PS2,PlayStation 2,SONY,6th,N,2007,Misc,Brash Entertainment,0.04,0.03,0,0.01,0.07,Non-Exclusive
12493,Alvin and the Chipmunks,Wii,Nintendo Wii,Nintendo,7th,N,2007,Misc,Eidos Interactive,0.05,0,0,0,0.06,Non-Exclusive
10678,Alvin and the Chipmunks: Chipwrecked,Wii,Nintendo Wii,Nintendo,7th,N,2011,Misc,505 Games,0.08,0.01,0,0.01,0.1,Non-Exclusive
10589,Alvin and the Chipmunks: Chipwrecked,X360,Xbox 360,Microsoft,7th,N,2011,Misc,505 Games,0.08,0.01,0,0.01,0.1,Non-Exclusive
10505,Alvin and the Chipmunks: The Squeakquel,Wii,Nintendo Wii,Nintendo,7th,N,2009,Misc,Majesco Entertainment,0.09,0,0,0.01,0.1,Exclusive
9448,Amagami,PS2,PlayStation 2,SONY,6th,N,2009,Adventure,Enterbrain,0,0,0.13,0,0.13,Exclusive
15715,Amagoushi no Yakata,PS2,PlayStation 2,SONY,6th,N,2007,Adventure,Nippon Ichi Software,0,0,0.02,0,0.02,Exclusive
15560,Amatsumi Sora ni! Kumo no Hatate ni,PSV,PlayStation Vita,SONY,8th,Y,2015,Adventure,Prototype,0,0,0.02,0,0.02,Exclusive
6887,Amazing Adventures: The Forgotten Ruins,DS,Nintendo DS,Nintendo,7th,Y,2008,Adventure,PopCap Games,0.13,0.08,0,0.02,0.24,Exclusive
12814,Amazing Island,GC,GameCube,Nintendo,6th,N,2004,Strategy,Sega,0.04,0.01,0,0,0.06,Exclusive
14930,America Oudan Ultra-Quiz,SAT,Sega Saturn,SEGA,5th,N,1995,Misc,Victor Interactive,0,0,0.02,0,0.02,Exclusive
13259,American Bass Challenge,GBA,Game Boy Advance,Nintendo,6th,Y,2001,Sports,Starfish,0.03,0.01,0,0,0.05,Exclusive
4609,American Chopper,PS2,PlayStation 2,SONY,6th,N,2004,Racing,Zoo Digital Publishing,0.35,0.01,0,0.06,0.42,Non-Exclusive
8765,American Chopper,XB,Xbox,Microsoft,6th,N,2004,Racing,Zoo Digital Publishing,0.11,0.03,0,0.01,0.15,Non-Exclusive
8134,American Chopper 2: Full Throttle,PS2,PlayStation 2,SONY,6th,N,2005,Racing,Zoo Digital Publishing,0.09,0.07,0,0.02,0.18,Non-Exclusive
13260,American Chopper 2: Full Throttle,GC,GameCube,Nintendo,6th,N,2005,Racing,Activision,0.04,0.01,0,0,0.05,Non-Exclusive
13278,American Chopper 2: Full Throttle,XB,Xbox,Microsoft,6th,N,2005,Racing,Zoo Digital Publishing,0.04,0.01,0,0,0.05,Non-Exclusive
10156,American Girl: Julie Finds a Way,DS,Nintendo DS,Nintendo,7th,Y,2007,Adventure,THQ,0.1,0,0,0.01,0.11,Exclusive
4262,American Girl: Kit Mystery Challenge!,DS,Nintendo DS,Nintendo,7th,Y,2008,Adventure,THQ,0.42,0,0,0.03,0.46,Exclusive
3685,American Idol,PS2,PlayStation 2,SONY,6th,N,2003,Misc,Codemasters,0.27,0.21,0,0.07,0.55,Non-Exclusive
7297,American Idol,GBA,Game Boy Advance,Nintendo,6th,Y,2003,Misc,Codemasters,0.15,0.06,0,0,0.22,Non-Exclusive
6731,America's Army: Rise of a Soldier,XB,Xbox,Microsoft,6th,N,2005,Shooter,Ubisoft,0.19,0.05,0,0.01,0.25,Exclusive
11278,America's Army: True Soldiers,X360,Xbox 360,Microsoft,7th,N,2007,Shooter,Ubisoft,0.08,0,0,0.01,0.08,Exclusive
10520,America's Next Top Model,DS,Nintendo DS,Nintendo,7th,Y,2008,Action,Eidos Interactive,0.1,0,0,0.01,0.1,Exclusive
6379,America's Test Kitchen: Let's Get Cooking,DS,Nintendo DS,Nintendo,7th,Y,2010,Simulation,Nintendo,0.25,0,0,0.02,0.27,Exclusive
5954,AMF Bowling 2004,XB,Xbox,Microsoft,6th,N,2003,Sports,Mud Duck Productions,0.22,0.06,0,0.01,0.3,Exclusive
2276,AMF Bowling Pinbusters!,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Bethesda Softworks,0.85,0,0,0.07,0.91,Exclusive
5215,AMF Bowling World Lanes,Wii,Nintendo Wii,Nintendo,7th,N,2008,Sports,Bethesda Softworks,0.33,0,0,0.03,0.36,Exclusive
14991,AMF Xtreme Bowling,PS2,PlayStation 2,SONY,6th,N,2006,Sports,Mastertronic,0.01,0.01,0,0,0.02,Exclusive
13641,Amnesia,PSP,PlayStation Portable,SONY,7th,Y,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,Exclusive
13277,Amnesia Crowd,PSP,PlayStation Portable,SONY,7th,Y,2013,Misc,Idea Factory,0,0,0.05,0,0.05,Exclusive
13378,Amnesia Later,PSP,PlayStation Portable,SONY,7th,Y,2012,Misc,Idea Factory,0,0,0.05,0,0.05,Exclusive
14795,AMNESIA World,PSV,PlayStation Vita,SONY,8th,Y,2014,Adventure,Idea Factory,0,0,0.03,0,0.03,Exclusive
6647,Amped 2,XB,Xbox,Microsoft,6th,N,2003,Sports,Microsoft Game Studios,0.2,0.04,0,0.01,0.25,Exclusive
8623,Amped 3,X360,Xbox 360,Microsoft,7th,N,2005,Sports,Take-Two Interactive,0.13,0.02,0,0.01,0.16,Exclusive
2517,Amped: Freestyle Snowboarding,XB,Xbox,Microsoft,6th,N,2001,Sports,Microsoft Game Studios,0.69,0.11,0,0.02,0.82,Exclusive
8040,Amplitude,PS2,PlayStation 2,SONY,6th,N,2003,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02,0.18,Exclusive
14203,An American Tail: Fievel's Gold Rush,GBA,Game Boy Advance,Nintendo,6th,Y,2002,Platform,Conspiracy Entertainment,0.02,0.01,0,0,0.03,Exclusive
7484,Anarchy Reigns,PS3,PlayStation 3,SONY,7th,N,2012,Action,Sega,0.1,0.03,0.06,0.02,0.21,Non-Exclusive
8454,Anarchy Reigns,X360,Xbox 360,Microsoft,7th,N,2012,Action,Sega,0.11,0.02,0.02,0.01,0.17,Non-Exclusive
6434,And1 Streetball,PS2,PlayStation 2,SONY,6th,N,2006,Action,Ubisoft,0.13,0.1,0,0.03,0.27,Non-Exclusive
11778,And1 Streetball,XB,Xbox,Microsoft,6th,N,2006,Action,Ubisoft,0.06,0.02,0,0,0.07,Non-Exclusive
2663,Andretti Racing,PS,PlayStation,SONY,5th,N,1996,Racing,Electronic Arts,0.43,0.29,0,0.05,0.77,Exclusive
7426,Angel Blade: Neo Tokyo Guardians,PS,PlayStation,SONY,5th,N,1997,Role-Playing,On Demand,0.12,0.08,0,0.01,0.21,Exclusive
13499,Angelique Duet,PS,PlayStation,SONY,5th,N,1998,Strategy,Tecmo Koei,0,0,0.04,0,0.04,Exclusive
15452,Angelique Retour,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Tecmo Koei,0,0,0.02,0,0.02,Exclusive
12769,Angelique Trois,PS2,PlayStation 2,SONY,6th,N,2000,Adventure,Tecmo Koei,0,0,0.06,0,0.06,Exclusive
14897,Angelique: Maren no Rokukishi,PSP,PlayStation Portable,SONY,7th,Y,2011,Adventure,Idea Factory,0,0,0.03,0,0.03,Exclusive
14231,Angler's Club: Ultimate Bass Fishing 3D,3DS,Nintendo 3DS,Nintendo,8th,Y,2011,Sports,D3Publisher,0,0.03,0,0,0.03,Exclusive
5541,Angry Birds Star Wars,PS3,PlayStation 3,SONY,7th,N,2013,Strategy,Activision,0.1,0.17,0,0.06,0.33,Non-Exclusive
5303,Angry Birds Star Wars,Wii,Nintendo Wii,Nintendo,7th,N,2013,Strategy,Activision,0.21,0.1,0,0.03,0.35,Non-Exclusive
6017,Angry Birds Star Wars,X360,Xbox 360,Microsoft,7th,N,2013,Strategy,Activision,0.16,0.11,0,0.03,0.29,Non-Exclusive
8546,Angry Birds Trilogy,PS3,PlayStation 3,SONY,7th,N,2012,Action,Activision,0.12,0.02,0,0.02,0.16,Non-Exclusive
