rank,name,platform,platform_full,Console_manufacturer,Generation,Handheld,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales
1091,Disney's DuckTales,NES,Nintendo Entertainment System,Nintendo,3rd,N,1989,Platform,Capcom,0.91,0.3,0.42,0.04,1.67
1861,Famicom Jump: Eiyuu Retsuden,NES,Nintendo Entertainment System,Nintendo,3rd,N,1989,Role-Playing,Namco Bandai Games,0,0,1.1,0,1.1
2441,Castlevania III: Dracula's Curse,NES,Nintendo Entertainment System,Nintendo,3rd,N,1989,Platform,Konami Digital Entertainment,0.4,0.07,0.37,0.01,0.85
12638,Adventures of Lolo,NES,Nintendo Entertainment System,Nintendo,3rd,N,1989,Puzzle,HAL Laboratory,0.06,0,0,0,0.06
216,Dr. Mario,NES,Nintendo Entertainment System,Nintendo,3rd,N,1990,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85
447,Dragon Warrior IV,NES,Nintendo Entertainment System,Nintendo,3rd,N,1990,Role-Playing,Enix Corporation,0.08,0,3.03,0.01,3.12
724,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,Nintendo Entertainment System,Nintendo,3rd,N,1990,Action,Konami Digital Entertainment,1.74,0.25,0.21,0.03,2.23
1280,Nintendo World Cup,NES,Nintendo Entertainment System,Nintendo,3rd,N,1990,Sports,Nintendo,0.28,0.5,0.65,0.05,1.48
1387,Final Fantasy III,NES,Nintendo Entertainment System,Nintendo,3rd,N,1990,Role-Playing,SquareSoft,0,0,1.39,0.01,1.4
1697,Disney's Chip 'n Dale: Rescue Rangers,NES,Nintendo Entertainment System,Nintendo,3rd,N,1990,Platform,Capcom,0.68,0.14,0.35,0.02,1.19
1728,Mega Man 3,NES,Nintendo Entertainment System,Nintendo,3rd,N,1990,Platform,Capcom,0.68,0.1,0.39,0,1.17
5864,Famista '91,NES,Nintendo Entertainment System,Nintendo,3rd,N,1990,Sports,Namco Bandai Games,0,0,0.3,0,0.3
1010,Yoshi,NES,Nintendo Entertainment System,Nintendo,3rd,N,1991,Puzzle,Nintendo,0.7,0.13,0.91,0.01,1.75
1396,Teenage Mutant Ninja Turtles III: The Manhattan Project,NES,Nintendo Entertainment System,Nintendo,3rd,N,1991,Action,Konami Digital Entertainment,1.05,0.17,0.15,0.02,1.39
2063,NES Open Tournament Golf,NES,Nintendo Entertainment System,Nintendo,3rd,N,1991,Sports,Nintendo,0.41,0.1,0.47,0.02,1
2235,Mega Man 4,NES,Nintendo Entertainment System,Nintendo,3rd,N,1991,Platform,Capcom,0.51,0.09,0.32,0.01,0.93
4453,Bomberman II,NES,Nintendo Entertainment System,Nintendo,3rd,N,1991,Puzzle,Hudson Soft,0.16,0.03,0.15,0.1,0.44
5653,Tetris 2 + Bombliss,NES,Nintendo Entertainment System,Nintendo,3rd,N,1991,Puzzle,BPS,0,0,0.32,0,0.32
6163,Famista '92,NES,Nintendo Entertainment System,Nintendo,3rd,N,1991,Sports,Namco Bandai Games,0,0,0.28,0,0.28
1829,Yoshi's Cookie,NES,Nintendo Entertainment System,Nintendo,3rd,N,1992,Puzzle,Nintendo,0.41,0.06,0.63,0.02,1.12
2612,Mega Man 5,NES,Nintendo Entertainment System,Nintendo,3rd,N,1992,Platform,Capcom,0.39,0.07,0.32,0.01,0.79
11987,Teenage Mutant Ninja Turtles: Tournament Fighters,NES,Nintendo Entertainment System,Nintendo,3rd,N,1992,Fighting,Konami Digital Entertainment,0.04,0.01,0.02,0,0.07
1012,Kirby's Adventure,NES,Nintendo Entertainment System,Nintendo,3rd,N,1993,Platform,Nintendo,0.79,0.14,0.8,0.02,1.75
2113,Tetris 2,NES,Nintendo Entertainment System,Nintendo,3rd,N,1993,Puzzle,Nintendo,0.62,0.13,0.21,0.02,0.98
3846,Mega Man 6,NES,Nintendo Entertainment System,Nintendo,3rd,N,1993,Platform,Capcom,0.28,0.07,0.16,0.01,0.52
5206,Jurassic Park,NES,Nintendo Entertainment System,Nintendo,3rd,N,1993,Action,Ocean,0.25,0.1,0,0.01,0.36
10311,Final Fantasy I & II,NES,Nintendo Entertainment System,Nintendo,3rd,N,1994,Role-Playing,Square,0,0,0.11,0,0.11
1352,Disney's DuckTales,GB,Game Boy,Nintendo,4th,Y,1988,Platform,Capcom,0.82,0.23,0.35,0.03,1.43
6,Tetris,GB,Game Boy,Nintendo,4th,Y,1989,Puzzle,Nintendo,23.2,2.26,4.22,0.58,30.26
22,Super Mario Land,GB,Game Boy,Nintendo,4th,Y,1989,Platform,Nintendo,10.83,2.71,4.18,0.42,18.14
171,Dr. Mario,GB,Game Boy,Nintendo,4th,Y,1989,Puzzle,Nintendo,2.18,0.96,2,0.2,5.34
777,Golf,GB,Game Boy,Nintendo,4th,Y,1989,Sports,Nintendo,0.83,0.33,0.92,0.04,2.12
854,Tennis,GB,Game Boy,Nintendo,4th,Y,1989,Sports,Nintendo,0.75,0.3,0.9,0.04,1.99
882,Alleyway,GB,Game Boy,Nintendo,4th,Y,1989,Puzzle,Nintendo,0.96,0.38,0.55,0.05,1.94
1144,Baseball,GB,Game Boy,Nintendo,4th,Y,1989,Sports,Nintendo,0.66,0.27,0.65,0.03,1.61
1544,Yakuman,GB,Game Boy,Nintendo,4th,Y,1989,Misc,Nintendo,0,0,1.28,0,1.28
1680,SolarStriker,GB,Game Boy,Nintendo,4th,Y,1989,Shooter,Nintendo,0.4,0.39,0.36,0.04,1.2
1860,The Final Fantasy Legend,GB,Game Boy,Nintendo,4th,Y,1989,Role-Playing,SquareSoft,0,0,1.1,0,1.1
589,Streets of Rage,GEN,Sega Genesis,SEGA,4th,N,1990,Action,Sega,1.86,0.55,0.11,0.08,2.6
19,Super Mario World,SNES,Super Nintendo,Nintendo,4th,N,1990,Platform,Nintendo,12.78,3.75,3.54,0.55,20.61
510,F-Zero,SNES,Super Nintendo,Nintendo,4th,N,1990,Racing,Nintendo,1.37,0.51,0.89,0.07,2.85
1192,Final Fight,SNES,Super Nintendo,Nintendo,4th,N,1990,Action,Capcom,0.67,0.17,0.69,0.03,1.56
1794,Pilotwings,SNES,Super Nintendo,Nintendo,4th,N,1990,Simulation,Nintendo,0.46,0.17,0.48,0.02,1.14
392,F-1 Race,GB,Game Boy,Nintendo,4th,Y,1990,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41
1772,Qix,GB,Game Boy,Nintendo,4th,Y,1990,Puzzle,Nintendo,0.51,0.2,0.41,0.03,1.15
5495,Extra Bases,GB,Game Boy,Nintendo,4th,Y,1990,Sports,Namco Bandai Games,0,0,0.33,0,0.33
255,Sonic the Hedgehog,GEN,Sega Genesis,SEGA,4th,N,1991,Platform,Sega,3.03,0.91,0.26,0.13,4.34
232,The Legend of Zelda: A Link to the Past,SNES,Super Nintendo,Nintendo,4th,N,1991,Action,Nintendo,2.42,0.91,1.15,0.13,4.61
857,SimCity,SNES,Super Nintendo,Nintendo,4th,N,1991,Simulation,Nintendo,0.93,0.27,0.75,0.04,1.98
985,Final Fantasy II,SNES,Super Nintendo,Nintendo,4th,N,1991,Role-Playing,Square,0.24,0.09,1.33,0.12,1.77
1110,Super Scope 6,SNES,Super Nintendo,Nintendo,4th,N,1991,Shooter,Nintendo,1.06,0.38,0.15,0.05,1.65
1718,Super Ghouls 'n Ghosts,SNES,Super Nintendo,Nintendo,4th,N,1991,Platform,Capcom,0.5,0.14,0.52,0.02,1.18
3206,Super Castlevania IV,SNES,Super Nintendo,Nintendo,4th,N,1991,Platform,Konami Digital Entertainment,0.32,0.05,0.25,0.01,0.63
4099,The Legend of the Mystical Ninja,SNES,Super Nintendo,Nintendo,4th,N,1991,Adventure,Konami Digital Entertainment,0,0,0.48,0,0.48
4585,Super Wagyan Land,SNES,Super Nintendo,Nintendo,4th,N,1991,Action,Namco Bandai Games,0,0,0.42,0,0.42
4946,Super Fire ProWrestling,SNES,Super Nintendo,Nintendo,4th,N,1991,Fighting,Human Entertainment,0,0,0.39,0,0.39
4983,Super Soccer,SNES,Super Nintendo,Nintendo,4th,N,1991,Sports,Nintendo,0,0,0.38,0,0.38
5519,Battle Dodge Ball,SNES,Super Nintendo,Nintendo,4th,N,1991,Sports,Banpresto,0,0,0.33,0,0.33
5543,Kidou Senshi Gundam F91: Formula Senki 0122,SNES,Super Nintendo,Nintendo,4th,N,1991,Strategy,Namco Bandai Games,0,0,0.33,0,0.33
6055,SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan,SNES,Super Nintendo,Nintendo,4th,N,1991,Role-Playing,Angel Studios,0,0,0.29,0,0.29
6167,Lord of Darkness,SNES,Super Nintendo,Nintendo,4th,N,1991,Action,Tecmo Koei,0,0,0.28,0,0.28
6625,Romance of the Three Kingdoms II,SNES,Super Nintendo,Nintendo,4th,N,1991,Strategy,Tecmo Koei,0,0,0.25,0,0.25
7096,Super R-Type,SNES,Super Nintendo,Nintendo,4th,N,1991,Shooter,Nintendo,0,0,0.23,0,0.23
7690,Super Baseball Simulator 1.000,SNES,Super Nintendo,Nintendo,4th,N,1991,Sports,Culture Brain,0,0,0.2,0,0.2
8087,Battle Commander: Hachibushu Shura no Heihou,SNES,Super Nintendo,Nintendo,4th,N,1991,Strategy,Banpresto,0,0,0.18,0,0.18
8577,SimEarth: The Living Planet,SNES,Super Nintendo,Nintendo,4th,N,1991,Simulation,Imagineer,0,0,0.16,0,0.16
8836,World League Soccer,SNES,Super Nintendo,Nintendo,4th,N,1991,Sports,Imagineer,0,0,0.15,0,0.15
9960,UN Squadron,SNES,Super Nintendo,Nintendo,4th,N,1991,Shooter,Capcom,0,0,0.12,0,0.12
11332,Chibi Maruko-Chan: Harikiri 365-Nichi no Maki,SNES,Super Nintendo,Nintendo,4th,N,1991,Misc,Epoch,0,0,0.08,0,0.08
11982,John Madden Football,SNES,Super Nintendo,Nintendo,4th,N,1991,Sports,Imagineer,0,0,0.07,0,0.07
13020,Lagoon,SNES,Super Nintendo,Nintendo,4th,N,1991,Role-Playing,Kemco,0,0,0.05,0,0.05
989,Metroid II: Return of Samus,GB,Game Boy,Nintendo,4th,Y,1991,Adventure,Nintendo,0.85,0.31,0.56,0.04,1.76
1796,Super R.C. Pro-Am,GB,Game Boy,Nintendo,4th,Y,1991,Racing,Nintendo,0.58,0.37,0.15,0.04,1.14
2729,Final Fantasy Legend III,GB,Game Boy,Nintendo,4th,Y,1991,Role-Playing,SquareSoft,0,0,0.76,0,0.76
2800,Yoshi,GB,Game Boy,Nintendo,4th,Y,1991,Puzzle,Nintendo,0,0,0.73,0,0.73
5035,Final Fantasy Adventure,GB,Game Boy,Nintendo,4th,Y,1991,Role-Playing,SquareSoft,0,0,0.38,0,0.38
6157,Mega Man: Dr. Wily's Revenge,GB,Game Boy,Nintendo,4th,Y,1991,Platform,Nintendo,0,0,0.28,0,0.28
6166,Mega Man II,GB,Game Boy,Nintendo,4th,Y,1991,Platform,Nintendo,0,0,0.28,0,0.28
8039,GameBoy Wars,GB,Game Boy,Nintendo,4th,Y,1991,Strategy,Nintendo,0,0,0.18,0,0.18
12672,Teenage Mutant Ninja Turtles II: Back from the Sewers,GB,Game Boy,Nintendo,4th,Y,1991,Action,Konami Digital Entertainment,0,0,0.06,0,0.06
144,Sonic the Hedgehog 2,GEN,Sega Genesis,SEGA,4th,N,1992,Platform,Sega,4.47,1.2,0.16,0.19,6.03
565,Mortal Kombat,GEN,Sega Genesis,SEGA,4th,N,1992,Fighting,Arena Entertainment,1.95,0.63,0,0.09,2.67
829,NBA Jam,GEN,Sega Genesis,SEGA,4th,N,1992,Sports,Arena Entertainment,1.75,0.25,0,0.05,2.05
1101,Street Fighter II': Special Champion Edition,GEN,Sega Genesis,SEGA,4th,N,1992,Fighting,Sega,1,0.3,0.31,0.04,1.66
9563,Gunstar Heroes,GEN,Sega Genesis,SEGA,4th,N,1992,Shooter,Sega,0,0,0.13,0,0.13
9798,Ecco the Dolphin,GEN,Sega Genesis,SEGA,4th,N,1992,Adventure,Sega,0,0,0.12,0,0.12
13527,Sonic the Hedgehog 2 (8-bit),GG,Game Gear,SEGA,4th,Y,1992,Platform,Sega,0,0,0.04,0,0.04
77,Super Mario Kart,SNES,Super Nintendo,Nintendo,4th,N,1992,Racing,Nintendo,3.54,1.24,3.81,0.18,8.76
137,Street Fighter II: The World Warrior,SNES,Super Nintendo,Nintendo,4th,N,1992,Fighting,Capcom,2.47,0.83,2.87,0.12,6.3
286,Street Fighter II Turbo,SNES,Super Nintendo,Nintendo,4th,N,1992,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1
532,Dragon Quest V: Tenkuu no Hanayome,SNES,Super Nintendo,Nintendo,4th,N,1992,Role-Playing,Enix Corporation,0,0,2.78,0.01,2.79
546,Mario Paint,SNES,Super Nintendo,Nintendo,4th,N,1992,Misc,Nintendo,1.43,0.54,0.71,0.07,2.75
630,Final Fantasy V,SNES,Super Nintendo,Nintendo,4th,N,1992,Role-Playing,SquareSoft,0,0,2.43,0.02,2.45
1659,The Magical Quest starring Mickey Mouse,SNES,Super Nintendo,Nintendo,4th,N,1992,Platform,Capcom,0.66,0.17,0.35,0.03,1.21
2144,Romancing SaGa,SNES,Super Nintendo,Nintendo,4th,N,1992,Role-Playing,SquareSoft,0,0,0.97,0,0.97
3483,Dragon Ball Z: Chou Saiya Densetsu,SNES,Super Nintendo,Nintendo,4th,N,1992,Role-Playing,Namco Bandai Games,0,0,0.58,0,0.58
3546,Super Bomberman,SNES,Super Nintendo,Nintendo,4th,N,1992,Puzzle,Hudson Soft,0,0,0.57,0,0.57
4242,Super Batter Up,SNES,Super Nintendo,Nintendo,4th,N,1992,Sports,Namco Bandai Games,0,0,0.46,0,0.46
4954,Fatal Fury,SNES,Super Nintendo,Nintendo,4th,N,1992,Fighting,Takara,0,0,0.39,0,0.39
6090,Romance of the Three Kingdoms III: Dragon of Destiny,SNES,Super Nintendo,Nintendo,4th,N,1992,Strategy,Tecmo Koei,0,0,0.29,0,0.29
6200,F1 ROC: Race of Champions,SNES,Super Nintendo,Nintendo,4th,N,1992,Sports,Ocean,0,0,0.28,0,0.28
6228,F-1 Grand Prix,SNES,Super Nintendo,Nintendo,4th,N,1992,Racing,Video System,0,0,0.28,0,0.28
7187,Super Adventure Island,SNES,Super Nintendo,Nintendo,4th,N,1992,Platform,Hudson Soft,0,0,0.22,0,0.22
8531,Otogirisou,SNES,Super Nintendo,Nintendo,4th,N,1992,Adventure,ChunSoft,0,0,0.16,0,0.16
8619,Battle Soccer: Field no Hasha,SNES,Super Nintendo,Nintendo,4th,N,1992,Sports,Banpresto,0,0,0.16,0,0.16
9444,Contra III: The Alien Wars,SNES,Super Nintendo,Nintendo,4th,N,1992,Shooter,Konami Digital Entertainment,0,0,0.13,0,0.13
12064,Dragon Slayer: The Legend of Heroes,SNES,Super Nintendo,Nintendo,4th,N,1992,Role-Playing,Epoch,0,0,0.07,0,0.07
12702,Teenage Mutant Ninja Turtles: Tournament Fighters,SNES,Super Nintendo,Nintendo,4th,N,1992,Fighting,Konami Digital Entertainment,0,0,0.06,0,0.06
51,Super Mario Land 2: 6 Golden Coins,GB,Game Boy,Nintendo,4th,Y,1992,Adventure,Nintendo,6.16,2.04,2.69,0.29,11.18
192,Kirby's Dream Land,GB,Game Boy,Nintendo,4th,Y,1992,Platform,Nintendo,2.71,0.61,1.7,0.11,5.13
319,The Legend of Zelda: Link's Awakening,GB,Game Boy,Nintendo,4th,Y,1992,Action,Nintendo,2.21,0.96,0.54,0.13,3.83
745,Kirby's Pinball Land,GB,Game Boy,Nintendo,4th,Y,1992,Misc,Nintendo,0.87,0.17,1.1,0.05,2.19
1078,Yoshi's Cookie,GB,Game Boy,Nintendo,4th,Y,1992,Puzzle,Nintendo,0.59,0.24,0.82,0.03,1.68
1610,Tetris 2 (All region sales),GB,Game Boy,Nintendo,4th,Y,1992,Puzzle,Nintendo,0.56,0.22,0.43,0.03,1.24
7067,Tetris 2 (weekly jp sales),GB,Game Boy,Nintendo,4th,Y,1992,Puzzle,Nintendo,0,0,0.23,0,0.23
7912,Shining Force II,GEN,Sega Genesis,SEGA,4th,N,1993,Strategy,Sega,0,0,0.19,0,0.19
8910,Super Street Fighter II,GEN,Sega Genesis,SEGA,4th,N,1993,Fighting,Capcom,0,0,0.15,0,0.15
11953,Ecco: The Tides of Time,GEN,Sega Genesis,SEGA,4th,N,1993,Adventure,Sega,0,0,0.07,0,0.07
12067,Street Fighter II': Special Champion Edition (JP weekly sales),GEN,Sega Genesis,SEGA,4th,N,1993,Action,Capcom,0,0,0.07,0,0.07
12233,Streets of Rage 3,GEN,Sega Genesis,SEGA,4th,N,1993,Action,Sega,0,0,0.07,0,0.07
12947,Dynamite Headdy,GEN,Sega Genesis,SEGA,4th,N,1993,Platform,Sega,0,0,0.05,0,0.05
13313,Beyond Oasis,GEN,Sega Genesis,SEGA,4th,N,1993,Role-Playing,Sega,0,0,0.05,0,0.05
1263,Sonic CD,SCD,Sega CD,SEGA,4th,N,1993,Platform,Sega,1,0.36,0.09,0.05,1.5
58,Super Mario All-Stars,SNES,Super Nintendo,Nintendo,4th,N,1993,Platform,Nintendo,5.99,2.15,2.12,0.29,10.55
473,Star Fox,SNES,Super Nintendo,Nintendo,4th,N,1993,Shooter,Nintendo,1.61,0.51,0.8,0.07,2.99
851,Super Street Fighter II,SNES,Super Nintendo,Nintendo,4th,N,1993,Fighting,Nintendo,0.52,0.16,1.29,0.03,2
889,Mortal Kombat II,SNES,Super Nintendo,Nintendo,4th,N,1993,Fighting,Acclaim Entertainment,1.48,0.39,0,0.06,1.93
950,Secret of Mana,SNES,Super Nintendo,Nintendo,4th,N,1993,Role-Playing,SquareSoft,0.25,0.07,1.49,0.02,1.83
1011,Disney's Aladdin,SNES,Super Nintendo,Nintendo,4th,N,1993,Platform,Capcom,0.94,0.34,0.21,0.27,1.75
1056,Super Puyo Puyo,SNES,Super Nintendo,Nintendo,4th,N,1993,Puzzle,Banpresto,0,0,1.69,0.01,1.7
1327,Dragon Ball Z,SNES,Super Nintendo,Nintendo,4th,N,1993,Fighting,Namco Bandai Games,0,0,1.45,0,1.45
1676,Dragon Ball Z: La Legende Saien,SNES,Super Nintendo,Nintendo,4th,N,1993,Fighting,Namco Bandai Games,0,0,1.2,0,1.2
1731,Romancing SaGa 2,SNES,Super Nintendo,Nintendo,4th,N,1993,Role-Playing,SquareSoft,0,0,1.17,0,1.17
1753,Mega Man X,SNES,Super Nintendo,Nintendo,4th,N,1993,Platform,Capcom,0.57,0.08,0.5,0.01,1.16
1779,Dragon Quest I & II,SNES,Super Nintendo,Nintendo,4th,N,1993,Role-Playing,Enix Corporation,0,0,1.15,0,1.15
2035,Final Fight 2,SNES,Super Nintendo,Nintendo,4th,N,1993,Action,Capcom,0.39,0.12,0.49,0.02,1.02
2594,Capcom's Soccer Shootout,SNES,Super Nintendo,Nintendo,4th,N,1993,Sports,Nintendo,0,0,0.8,0,0.8
2653,Torneko no Daibouken: Fushigi no Dungeon,SNES,Super Nintendo,Nintendo,4th,N,1993,Role-Playing,ChunSoft,0,0,0.78,0,0.78
2797,Dragon Ball Z: Ultime Menace,SNES,Super Nintendo,Nintendo,4th,N,1993,Fighting,Namco Bandai Games,0,0,0.73,0,0.73
2958,J-League Soccer: Prime Goal,SNES,Super Nintendo,Nintendo,4th,N,1993,Sports,Namco Bandai Games,0,0,0.69,0,0.69
3238,Nobunaga no Yabou: Haouden,SNES,Super Nintendo,Nintendo,4th,N,1993,Strategy,Tecmo Koei,0.3,0,0.32,0,0.62
3593,Mega Man X2,SNES,Super Nintendo,Nintendo,4th,N,1993,Platform,Laguna,0.09,0.02,0.45,0,0.56
3782,Virtual Soccer,SNES,Super Nintendo,Nintendo,4th,N,1993,Sports,Hudson Soft,0,0,0.53,0,0.53
3784,Winning Post,SNES,Super Nintendo,Nintendo,4th,N,1993,Sports,Tecmo Koei,0,0,0.53,0,0.53
4043,Mario & Wario,SNES,Super Nintendo,Nintendo,4th,N,1993,Puzzle,Nintendo,0,0,0.49,0,0.49
4244,Crayon Shin-Chan: Arashi o Yobu Enji,SNES,Super Nintendo,Nintendo,4th,N,1993,Platform,Namco Bandai Games,0,0,0.46,0,0.46
4365,Fatal Fury 2,SNES,Super Nintendo,Nintendo,4th,N,1993,Fighting,Takara,0,0,0.45,0,0.45
5176,Yuu Yuu Hakusho,SNES,Super Nintendo,Nintendo,4th,N,1993,Fighting,Namco Bandai Games,0,0,0.36,0,0.36
5293,Stunt Race FX,SNES,Super Nintendo,Nintendo,4th,N,1993,Racing,Nintendo,0,0,0.35,0,0.35
5668,Shin Momotarou Densetsu,SNES,Super Nintendo,Nintendo,4th,N,1993,Role-Playing,Hudson Soft,0,0,0.32,0,0.32
5801,Ganbare Goemon 2: Kiteretsu Shougun Magginesu,SNES,Super Nintendo,Nintendo,4th,N,1993,Platform,Konami Digital Entertainment,0,0,0.31,0,0.31
6308,Bishoujo Senshi Sailormoon R,SNES,Super Nintendo,Nintendo,4th,N,1993,Fighting,Namco Bandai Games,0,0,0.27,0,0.27
7303,Sailor Moon,SNES,Super Nintendo,Nintendo,4th,N,1993,Action,Namco Bandai Games,0,0,0.22,0,0.22
7771,Jissen Pachi-Slot Hisshouhou,SNES,Super Nintendo,Nintendo,4th,N,1993,Misc,Sammy Corporation,0,0,0.19,0,0.19
7931,Thoroughbred Breeder,SNES,Super Nintendo,Nintendo,4th,N,1993,Simulation,Hect,0,0,0.19,0,0.19
8069,Mega Man Soccer,SNES,Super Nintendo,Nintendo,4th,N,1993,Sports,Capcom,0.04,0.01,0.13,0,0.18
8426,Super Power League,SNES,Super Nintendo,Nintendo,4th,N,1993,Sports,Hudson Soft,0,0,0.17,0,0.17
9463,Illusion of Gaia,SNES,Super Nintendo,Nintendo,4th,N,1993,Role-Playing,Nintendo,0,0,0.13,0,0.13
9931,Harukanaru Augusta 2: Masters,SNES,Super Nintendo,Nintendo,4th,N,1993,Sports,T&E Soft,0,0,0.12,0,0.12
10261,Classic Road,SNES,Super Nintendo,Nintendo,4th,N,1993,Sports,Victor Interactive,0,0,0.11,0,0.11
10333,Ranma 1/2: Akanekodan Teki Hihou,SNES,Super Nintendo,Nintendo,4th,N,1993,Role-Playing,TOHO,0,0,0.11,0,0.11
11129,Lethal Enforcers,SNES,Super Nintendo,Nintendo,4th,N,1993,Shooter,Konami Digital Entertainment,0,0,0.09,0,0.09
12111,Ninja Warriors,SNES,Super Nintendo,Nintendo,4th,N,1993,Action,Titus,0,0,0.07,0,0.07
12291,Super Mahjong 2: Honkaku 4Jin Uchi,SNES,Super Nintendo,Nintendo,4th,N,1993,Misc,Imax,0,0,0.06,0,0.06
12654,Pop'n TwinBee: Rainbow Bell Adventure,SNES,Super Nintendo,Nintendo,4th,N,1993,Platform,Konami Digital Entertainment,0,0,0.06,0,0.06
12929,Doraemon 2: Nobita no Toizurando Daibouken,SNES,Super Nintendo,Nintendo,4th,N,1993,Role-Playing,Epoch,0,0,0.05,0,0.05
12958,Pachinko Wars II,SNES,Super Nintendo,Nintendo,4th,N,1993,Misc,Coconuts Japan,0,0,0.05,0,0.05
13149,Keiba Eight Special,SNES,Super Nintendo,Nintendo,4th,N,1993,Sports,Misawa,0,0,0.05,0,0.05
16108,Rock N' Roll Racing,SNES,Super Nintendo,Nintendo,4th,N,1993,Racing,Interplay,0,0,0.01,0,0.01
9198,The King of Fighters '94 (CD),NG,NeoGeo,SNK Corporation,4th,N,1993,Fighting,SNK,0,0,0.14,0,0.14
12086,Samurai Shodown,NG,NeoGeo,SNK Corporation,4th,N,1993,Fighting,SNK,0,0,0.07,0,0.07
954,Sonic & Knuckles,GEN,Sega Genesis,SEGA,4th,N,1994,Platform,Sega,1.24,0.43,0.03,0.12,1.82
993,Sonic the Hedgehog 3,GEN,Sega Genesis,SEGA,4th,N,1994,Platform,Sega,1.02,0.47,0.2,0.07,1.76
1374,Disney's The Lion King,GEN,Sega Genesis,SEGA,4th,N,1994,Platform,Virgin Interactive,0.97,0.37,0.03,0.05,1.41
1460,Mortal Kombat 3,GEN,Sega Genesis,SEGA,4th,N,1994,Fighting,Acclaim Entertainment,1.03,0.27,0,0.04,1.34
1843,NBA Jam Tournament Edition,GEN,Sega Genesis,SEGA,4th,N,1994,Sports,Acclaim Entertainment,0.95,0.14,0,0.03,1.11
6475,Virtua Racing,GEN,Sega Genesis,SEGA,4th,N,1994,Racing,Sega,0,0,0.26,0,0.26
9006,"Lunar 2: Eternal Blue(sales, but wrong system)",GEN,Sega Genesis,SEGA,4th,N,1994,Role-Playing,Game Arts,0,0,0.14,0,0.14
11543,Yuu Yuu Hakusho: Makyo Toitsusen,GEN,Sega Genesis,SEGA,4th,N,1994,Fighting,Sega,0,0,0.08,0,0.08
11642,Dragon Slayer: The Legend of Heroes,GEN,Sega Genesis,SEGA,4th,N,1994,Role-Playing,Sega,0,0,0.08,0,0.08
14036,J-League Pro Striker 2,GEN,Sega Genesis,SEGA,4th,N,1994,Sports,Sega,0,0,0.04,0,0.04
14095,Castlevania Bloodlines,GEN,Sega Genesis,SEGA,4th,N,1994,Platform,Konami Digital Entertainment,0,0,0.04,0,0.04
14419,Puzzle & Action: Tant-R,GEN,Sega Genesis,SEGA,4th,N,1994,Misc,Sega,0,0,0.03,0,0.03
9016,Shining Force CD,SCD,Sega CD,SEGA,4th,N,1994,Strategy,Sega,0,0,0.14,0,0.14
11753,Formula One World Championship: Beyond the Limit,SCD,Sega CD,SEGA,4th,N,1994,Racing,Sega,0,0,0.07,0,0.07
12572,Record of Lodoss War: Eiyuu Sensou,SCD,Sega CD,SEGA,4th,N,1994,Role-Playing,Sega,0,0,0.06,0,0.06
12973,Game no Kanzume Vol 2,SCD,Sega CD,SEGA,4th,N,1994,Misc,Sega,0,0,0.05,0,0.05
13454,Game no Kanzume Vol 1,SCD,Sega CD,SEGA,4th,N,1994,Misc,Sega,0,0,0.04,0,0.05
72,Donkey Kong Country,SNES,Super Nintendo,Nintendo,4th,N,1994,Platform,Nintendo,4.36,1.71,3,0.23,9.3
390,Final Fantasy III,SNES,Super Nintendo,Nintendo,4th,N,1994,Role-Playing,SquareSoft,0.86,0,2.55,0.02,3.42
970,Disney's The Lion King,SNES,Super Nintendo,Nintendo,4th,N,1994,Platform,Virgin Interactive,1.26,0.39,0.08,0.06,1.79
1223,Mortal Kombat 3,SNES,Super Nintendo,Nintendo,4th,N,1994,Fighting,Acclaim Entertainment,1.19,0.29,0,0.05,1.53
1362,Super Metroid,SNES,Super Nintendo,Nintendo,4th,N,1994,Action,Nintendo,0.57,0.12,0.71,0.02,1.42
1395,NBA Jam,SNES,Super Nintendo,Nintendo,4th,N,1994,Sports,Acclaim Entertainment,1.19,0.16,0,0.03,1.39
2291,Super Momotarou Dentetsu III,SNES,Super Nintendo,Nintendo,4th,N,1994,Simulation,Hudson Soft,0,0,0.91,0,0.91
2381,Derby Stallion II,SNES,Super Nintendo,Nintendo,4th,N,1994,Sports,ASCII Entertainment,0,0,0.87,0,0.87
2536,Kamaitachi no Yoru,SNES,Super Nintendo,Nintendo,4th,N,1994,Adventure,ChunSoft,0,0,0.81,0,0.81
2539,Super Bomberman 2,SNES,Super Nintendo,Nintendo,4th,N,1994,Puzzle,Hudson Soft,0,0,0.81,0,0.81
2552,EarthBound,SNES,Super Nintendo,Nintendo,4th,N,1994,Role-Playing,Nintendo,0,0,0.81,0,0.81
2908,Super Bomberman 3,SNES,Super Nintendo,Nintendo,4th,N,1994,Puzzle,Hudson Soft,0,0,0.7,0,0.7
2940,Fire Emblem: Monsh? no Nazo,SNES,Super Nintendo,Nintendo,4th,N,1994,Role-Playing,Nintendo,0,0,0.7,0,0.7
